"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Dag1",2.31595136468152e-17,-0.385851261851398,0.386,0.449,5.20371112130291e-13
"Depdc5",2.33756771793068e-17,0.387018812682393,0.301,0.231,5.25228090541843e-13
"Ppp2r5e",2.4904592364246e-17,0.25185777683728,0.538,0.455,5.59581285832243e-13
"Uggt2",2.57223601500969e-17,0.410214597700177,0.3,0.232,5.77955710212527e-13
"S100a10",2.62518640685739e-17,-0.713004850286574,0.095,0.147,5.89853133756786e-13
"Gm15581",2.66124499923902e-17,-0.649774216344471,0.124,0.18,5.97955138879016e-13
"Cblb",2.71335521944638e-17,0.350375685297553,0.327,0.256,6.09663784257407e-13
"Rnft1",2.87895073031027e-17,-0.59730807912652,0.143,0.203,6.46871439593415e-13
"Use1",2.9171074822813e-17,-0.707463552387861,0.085,0.135,6.55444880193785e-13
"Pot1b",3.02541718240087e-17,0.541373811596661,0.186,0.129,6.79780986713651e-13
"Gas6",3.0825436063074e-17,-0.713544182262433,0.091,0.143,6.9261672290121e-13
"Ophn1",3.09501683330035e-17,0.421801842076463,0.266,0.199,6.95419332274256e-13
"BC065397",3.14596016135864e-17,0.722595614378656,0.112,0.068,7.06865788655673e-13
"Reps1",3.21492892987172e-17,0.38826489284679,0.351,0.28,7.22362381252876e-13
"9530068E07Rik",3.2626285419797e-17,-0.531499440759448,0.149,0.211,7.3308000709742e-13
"Gm38393",3.48067080614568e-17,0.675067244296071,0.128,0.081,7.82071923432874e-13
"Smurf1",3.9795949081894e-17,0.459525603148852,0.236,0.173,8.94175179921077e-13
"Ets2",3.99392100235308e-17,-0.729954402861901,0.086,0.136,8.97394110018714e-13
"Gm9801",4.02135898096725e-17,0.414047758186776,0.297,0.229,9.03559149433531e-13
"Pde7a",4.17769850949439e-17,0.363466045504159,0.377,0.307,9.38687078098293e-13
"Btaf1",4.24472067688828e-17,0.363104083219339,0.389,0.316,9.53746288890028e-13
"Rpl10a",4.4615040637341e-17,-0.463532638037489,0.26,0.327,1.00245534808041e-12
"Sat1",4.48991114757305e-17,-0.344283271926316,0.456,0.522,1.00883813574819e-12
"B230118H07Rik",4.51264660728209e-17,0.308851071496563,0.556,0.493,1.01394656619021e-12
"Asxl1",4.97685755498641e-17,0.300448406803959,0.484,0.407,1.1182501240299e-12
"4933424G05Rik",5.6639415618617e-17,-0.894183333604165,0.072,0.118,1.27263102953471e-12
"Pdss2",5.78142617184911e-17,0.280013411819798,0.504,0.428,1.29902864655278e-12
"Usp3",5.78672178554704e-17,0.410508047342271,0.365,0.298,1.30021851799456e-12
"Commd6",5.89522653785969e-17,-0.713648811561555,0.093,0.144,1.32459845079169e-12
"Cep83",6.11683511333279e-17,0.375188987119187,0.288,0.219,1.37439168161474e-12
"Ssr2",6.34961535571503e-17,-0.830019244684472,0.067,0.112,1.42669507427561e-12
"Snu13",6.45942564320499e-17,-0.698956434583909,0.086,0.137,1.45136834777173e-12
"Bambi",6.49099026152178e-17,-0.798300913997761,0.068,0.114,1.45846060186133e-12
"Mrps28",6.65109859789653e-17,0.449588848008341,0.266,0.202,1.49443534396137e-12
"H2afy",6.67654570277169e-17,-0.392378741120761,0.332,0.4,1.50015305395577e-12
"Peli1",7.0396697536479e-17,0.338084053702838,0.373,0.299,1.58174339694715e-12
"Fyn",7.73640510424847e-17,0.286107612612586,0.549,0.477,1.73829286287359e-12
"Sbds",7.93362905466838e-17,-0.709010099247832,0.096,0.148,1.78260711229344e-12
"Copb2",7.96474297411167e-17,-0.511921017865683,0.22,0.283,1.78959809885315e-12
"Lncppara",8.18201275409857e-17,0.259391023416233,0.52,0.444,1.83841644571841e-12
"Akap10",8.44705685801445e-17,0.294469902590799,0.403,0.326,1.89796920542727e-12
"Agrn",9.4398975022919e-17,-0.434593915864576,0.242,0.31,2.12105056978997e-12
"Tasp1",9.58269916600602e-17,0.443895781649321,0.237,0.175,2.15313667560989e-12
"Sclt1",9.86386476432658e-17,0.413275009540881,0.3,0.233,2.21631177389654e-12
"Lysmd4",1.14908055725067e-16,-0.799244099004163,0.086,0.136,2.58186910408653e-12
"Gm17106",1.15853933893899e-16,-0.738534643987643,0.111,0.164,2.60312204066201e-12
"Dner",1.16856287041667e-16,0.584222715123347,0.206,0.149,2.62564391353921e-12
"Tdrd3",1.19668343325149e-16,0.298814184018433,0.465,0.391,2.68882800617278e-12
"Atp5b",1.23426495518474e-16,-0.508604345317318,0.229,0.292,2.77326992780458e-12
"Prpf39",1.26772916124007e-16,0.278164330105003,0.488,0.412,2.84846065239031e-12
"C330002G04Rik",1.28143676719643e-16,-0.770156956954967,0.09,0.14,2.87926027221365e-12
"Rai1",1.39636830653303e-16,0.423804921326514,0.296,0.23,3.13749994794907e-12
"Olfm3",1.43556160147888e-16,-0.863455302117164,0.064,0.108,3.2255633623629e-12
"Ankrd13a",1.44771005953478e-16,0.591606633654638,0.129,0.082,3.25285973276869e-12
"Shb",1.46719618361851e-16,-0.635853407314213,0.097,0.149,3.29664310497242e-12
"Qrich1",1.46763826693233e-16,0.370578627260253,0.325,0.256,3.29763642197026e-12
"1110004F10Rik",1.54987859326982e-16,-0.437150662769864,0.286,0.351,3.48242221121796e-12
"R3hcc1l",1.57566296034367e-16,0.434325049023709,0.232,0.171,3.54035710559619e-12
"Tmem135",1.63231921888229e-16,0.265673864434687,0.509,0.429,3.66765805290662e-12
"Setd2",1.88005685888374e-16,0.252641416287909,0.523,0.444,4.22429975622588e-12
"Drosha",1.89318286402735e-16,0.382094073780398,0.307,0.239,4.25379257718306e-12
"Tbx3",1.9790278921876e-16,0.647385798548564,0.14,0.092,4.44667777095632e-12
"Syt10",1.98113851181611e-16,-0.478600603003945,0.181,0.244,4.45142012219962e-12
"Ccnd3",1.98316853454886e-16,-0.459477932092218,0.253,0.318,4.45598138027783e-12
"Rps3a1",2.17661527661913e-16,-0.352294353794001,0.363,0.43,4.89063686503553e-12
"Sptssa",2.19910926064915e-16,-0.538838464013295,0.229,0.29,4.94117859775257e-12
"Atp6ap2",2.22105074931494e-16,-0.479543691120844,0.202,0.266,4.99047892863575e-12
"Vps13d",2.2291343971751e-16,0.306150058145479,0.427,0.352,5.00864207701273e-12
"Carmil1",2.24368932367435e-16,0.30679694688184,0.503,0.432,5.04134554136391e-12
"Uqcc2",2.33168896649676e-16,-0.704249612470922,0.093,0.144,5.23907193882156e-12
"Top1",2.33673637702914e-16,0.311375064486901,0.582,0.515,5.25041296554676e-12
"Cep97",2.41696945882149e-16,0.699784053772862,0.114,0.07,5.430688677026e-12
"Pign",2.43862238760639e-16,0.295180621566561,0.377,0.301,5.4793406427128e-12
"Brd4",2.59414267495544e-16,0.293893524892515,0.454,0.381,5.82877917635738e-12
"Prdx4",2.59963475159385e-16,-0.771775398974433,0.068,0.113,5.84111932335621e-12
"Pik3ip1",2.69856200689364e-16,-0.51517560530705,0.206,0.268,6.06339897328932e-12
"Atf6",2.83987752035262e-16,0.337338470203396,0.332,0.262,6.3809208004803e-12
"Polr2f",2.96479202758e-16,-0.784662023458329,0.072,0.118,6.66159120676951e-12
"Ick",3.06858365416955e-16,0.427151812865415,0.256,0.193,6.89480061255357e-12
"Slain2",3.07488240791037e-16,0.420264329782357,0.275,0.211,6.90895328233382e-12
"Krit1",3.10001761407944e-16,0.269798748631413,0.501,0.426,6.96542957707508e-12
"Ccdc88c",3.20146948849529e-16,0.454333734680805,0.285,0.222,7.19338179370006e-12
"Nova1",3.25566054249878e-16,0.296353375535463,0.516,0.444,7.31514367294051e-12
"Gstt1",3.27111937709856e-16,-0.422595526807612,0.313,0.376,7.34987812840275e-12
"Thada",3.38718513423261e-16,0.335969748270986,0.399,0.329,7.61066627810725e-12
"Fam78b",3.57016988165115e-16,0.757076552754496,0.104,0.063,8.02181470708197e-12
"Snrpf",3.67368353342692e-16,-0.690584735910557,0.094,0.144,8.25439953125695e-12
"H2afv",3.91905583807488e-16,-0.442831686983569,0.256,0.321,8.80572656257046e-12
"Cep120",3.97371539833763e-16,0.460712350143756,0.236,0.176,8.92854112852482e-12
"Pex1",4.04633335628895e-16,0.552557807975815,0.186,0.131,9.09170641824565e-12
"Kdm5c",4.07051186128246e-16,0.345940043974582,0.358,0.287,9.14603310111555e-12
"Gm12940",4.07728905326902e-16,0.564473789995305,0.177,0.124,9.16126077379016e-12
"Sfswap",4.21575099159625e-16,0.283717168486263,0.397,0.321,9.47237090301762e-12
"Slx4ip",4.23425035119943e-16,0.473303142108014,0.262,0.202,9.51393711411e-12
"Zc3h12b",4.257867453337e-16,0.411461633262696,0.33,0.264,9.5670023809029e-12
"Tmem126a",4.57149339929429e-16,-0.668836772727992,0.108,0.16,1.02716885188743e-11
"Znfx1",4.5905927311439e-16,-0.697703596988323,0.135,0.189,1.03146028076072e-11
"Pnp",4.80859493272403e-16,-0.724146152298129,0.101,0.152,1.08044319543376e-11
"Usp50",4.8245970506948e-16,-0.820916879734202,0.075,0.121,1.08403871132061e-11
"Smad4",4.90245567419724e-16,0.307041033757604,0.389,0.316,1.10153276543538e-11
"Rnh1",4.90972703849444e-16,-0.797175275140432,0.077,0.124,1.10316656827932e-11
"Timm13",5.17428147959534e-16,-0.736196523044037,0.073,0.119,1.16260930565028e-11
"Togaram1",5.40934237470644e-16,0.398527576672346,0.277,0.212,1.21542513817279e-11
"Stxbp4",5.54983550342691e-16,0.278451040401068,0.457,0.382,1.24699253926499e-11
"Serbp1",5.6669885707579e-16,-0.341866884484348,0.466,0.517,1.27331566196359e-11
"Marf1",5.67243785999744e-16,0.366019853851016,0.342,0.273,1.27454006276283e-11
"Ncoa6",5.6748713405823e-16,0.314915328240411,0.386,0.313,1.27508684151544e-11
"Sept9",5.81817821643892e-16,0.697647734415039,0.132,0.086,1.30728646345166e-11
"Tom1l2",6.15026969015075e-16,0.256607093745124,0.577,0.508,1.38190409667997e-11
"Bax",6.18789182789587e-16,-0.768526699065148,0.072,0.117,1.39035741480992e-11
"Ercc6",6.49933527720591e-16,0.509552128353979,0.196,0.14,1.46033564343539e-11
"Tbcd",6.67352738855825e-16,0.490418819668431,0.202,0.146,1.49947486893515e-11
"Psma7",6.6867796480018e-16,-0.5723747710124,0.139,0.195,1.50245251910952e-11
"Slc14a1",7.05223303752409e-16,-0.398338711849387,0.263,0.33,1.58456624120129e-11
"Rnf121",7.16478231510589e-16,-0.41897805341929,0.368,0.427,1.60985493838114e-11
"1600010M07Rik",7.67598269708544e-16,-0.711493725673538,0.096,0.146,1.72471655220813e-11
"Col9a2",7.72607238578108e-16,-0.614954983929962,0.12,0.174,1.73597120436115e-11
"Abca2",8.05366547095024e-16,-0.692977037338765,0.098,0.148,1.80957809466781e-11
"Rhoa",8.47549831996971e-16,-0.431565519979947,0.306,0.367,1.90435971751399e-11
"Cbx3",8.69734532142801e-16,-0.391082909921409,0.36,0.421,1.95420652027166e-11
"Aatf",8.98715548155039e-16,0.479184793874422,0.211,0.154,2.01932396514956e-11
"Ndufa6",9.21328624363398e-16,-0.589941109718307,0.146,0.202,2.07013328608212e-11
"Dennd6a",9.38752123071284e-16,0.272787675426854,0.499,0.427,2.10928214532887e-11
"Luzp1",9.52299655062208e-16,0.413416453518284,0.324,0.259,2.13972209495928e-11
"Tmem256",9.55478895901118e-16,-0.695016837371472,0.087,0.135,2.14686553120022e-11
"Tmem192",9.62323137491022e-16,-0.621671507969565,0.136,0.191,2.16224385762858e-11
"Baz2a",9.76862865324078e-16,0.399057893316956,0.284,0.219,2.19491317209667e-11
"Mtmr10",9.98561015349986e-16,0.39490863574961,0.293,0.229,2.24366674538988e-11
"Nol7",1.00614419417488e-15,-0.52275841532603,0.167,0.227,2.26070538989155e-11
"Smad2",1.01063634053469e-15,0.351305318263888,0.322,0.255,2.27079879354739e-11
"Hunk",1.02665540031937e-15,0.311102316249362,0.48,0.413,2.30679201897758e-11
"Glo1",1.03900022547335e-15,-0.499688375573137,0.218,0.278,2.33452960661608e-11
"Tecr",1.04129934108269e-15,-0.539772837434286,0.165,0.223,2.33969548947869e-11
"Zfp236",1.06386311338491e-15,0.371263232659979,0.273,0.208,2.39039402946455e-11
"Aldh2",1.08525892273329e-15,-0.623318456864589,0.125,0.179,2.43846827348944e-11
"Psma2",1.1290797607414e-15,-0.512796564053873,0.181,0.241,2.53692931440986e-11
"Grk3",1.14058312346821e-15,0.320971638948569,0.368,0.297,2.56277622012072e-11
"Simc1",1.14130994066176e-15,0.756562070119307,0.11,0.069,2.5644093056729e-11
"Tcte2",1.15040190931973e-15,0.59210732797637,0.157,0.107,2.5848380500505e-11
"Ipo8",1.18227973521261e-15,0.422815374894561,0.252,0.19,2.65646433704922e-11
"Raly",1.18566742219464e-15,-0.70742885117493,0.081,0.128,2.66407613092913e-11
"Fip1l1",1.18637634469295e-15,0.292265310202089,0.452,0.38,2.66566900889059e-11
"Hdac9",1.19516268275141e-15,0.307352089237249,0.493,0.427,2.68541103187415e-11
"Irf2bp1",1.21011045258366e-15,-0.767635668613509,0.07,0.114,2.71899717591023e-11
"2900052L18Rik",1.24077513632783e-15,-0.723588640998748,0.086,0.133,2.787897653815e-11
"Alas1",1.26989956634664e-15,-0.579502820950322,0.119,0.173,2.85333733562425e-11
"Ctsa",1.27191197455386e-15,-0.7316253747946,0.089,0.137,2.85785901562508e-11
"Efl1",1.27803152212492e-15,0.422871315274616,0.243,0.183,2.87160902706249e-11
"Ptov1",1.33447301852614e-15,-0.534130299841188,0.149,0.206,2.99842742532638e-11
"Dach2",1.33665557956621e-15,0.337276548753742,0.615,0.571,3.00333142172731e-11
"Drap1",1.40872138396844e-15,-0.729909791935912,0.09,0.137,3.16525607763869e-11
"Mb21d2",1.46238108034359e-15,0.437714232603401,0.273,0.211,3.28582404942401e-11
"Pla2g7",1.48124211099446e-15,-0.751616661760576,0.083,0.13,3.32820289919344e-11
"Rab28",1.61136611314843e-15,0.312494111901902,0.415,0.344,3.6205785196332e-11
"Gab2",1.61948720960646e-15,0.418327624957973,0.259,0.198,3.63882581126475e-11
"Mnat1",1.62647259326668e-15,0.292852874076877,0.494,0.426,3.65452126981091e-11
"Ifi35",1.62693206337756e-15,-0.620660044793627,0.141,0.196,3.65555365320305e-11
"Syn3",1.72332179473105e-15,-0.426328571374043,0.27,0.333,3.87213174058119e-11
"Clrn1",1.73169191031503e-15,0.325450821892961,0.426,0.357,3.89093855328684e-11
"Dsel",1.76182242373413e-15,-0.641906196377246,0.115,0.167,3.95863880388822e-11
"Tsn",1.8200236290458e-15,-0.473105010828033,0.242,0.303,4.08941109210302e-11
"Mccc1",1.90806436566744e-15,0.472748915906616,0.202,0.146,4.28722982321817e-11
"Snhg18",1.9152545888962e-15,-0.676062902574869,0.103,0.153,4.30338553579087e-11
"Itgb1",1.9370967839003e-15,-0.342155551985231,0.471,0.522,4.35246276374558e-11
"Dcp1b",1.95139234555391e-15,0.465474292286006,0.219,0.162,4.38458346122509e-11
"Rras2",1.96622300320549e-15,0.529084196894296,0.236,0.179,4.41790646590241e-11
"Gm26749",1.99869112842322e-15,-0.867617708375627,0.068,0.112,4.49085909645414e-11
"Supt3",2.03213935594474e-15,0.314868349618754,0.407,0.339,4.56601391887224e-11
"Gpr173",2.09382579844394e-15,0.592568182210194,0.127,0.082,4.70461718652369e-11
"Glrx3",2.15100488955918e-15,0.485514590180402,0.24,0.181,4.83309288635052e-11
"Rttn",2.26731018057314e-15,0.406871065797412,0.279,0.215,5.09441924472979e-11
"Hist3h2a",2.34576424009604e-15,-0.578907301557791,0.107,0.159,5.2706976710718e-11
"Pak7",2.63514212338061e-15,0.717180692318287,0.131,0.086,5.92090083702389e-11
"Tceal9",2.67732763769375e-15,-0.588030360734672,0.128,0.181,6.01568746913408e-11
"H1f0",2.81046330034134e-15,-0.690584735910557,0.093,0.141,6.31482998953696e-11
"Git2",3.00106317730803e-15,0.397699370498408,0.257,0.196,6.74308885309342e-11
"Xrcc4",3.0360773045783e-15,0.271893596466302,0.603,0.542,6.82176209565698e-11
"Gm49969",3.36531068960518e-15,-0.823006462414388,0.079,0.124,7.56151658847389e-11
"Zfp467",3.42159427879272e-15,-0.4360208351153,0.243,0.305,7.68798018501936e-11
"Nmt2",3.49524555695334e-15,0.447961248258835,0.216,0.158,7.85346724191845e-11
"Rlf",3.70280013327446e-15,0.309468223695737,0.392,0.321,8.31982161945439e-11
"Cntfr",3.7562986936542e-15,-0.42774495186998,0.255,0.317,8.44002753477161e-11
"Eif2b3",3.83817484242345e-15,0.705764462058245,0.107,0.067,8.62399505344126e-11
"Iqsec2",3.88365259050661e-15,0.412853105918017,0.266,0.205,8.72617900560931e-11
"Ndufs2",4.27916689067074e-15,-0.632842373975747,0.09,0.138,9.61486008664808e-11
"Purb",4.45169452486148e-15,0.397715129246918,0.409,0.346,1.00025124279113e-10
"Zcchc18",4.63880008748199e-15,-0.683965626213819,0.102,0.151,1.04229199165633e-10
"Ppp1ca",4.81094492666748e-15,-0.696104632472989,0.082,0.128,1.08097121557292e-10
"Atxn3",4.90850413419007e-15,0.420691296253866,0.228,0.17,1.10289179391117e-10
"Myl6",4.94260659233678e-15,-0.490118343811776,0.227,0.286,1.11055427523215e-10
"C2cd5",4.9902290061737e-15,0.295945939786662,0.394,0.324,1.12125455539717e-10
"Tmem245",5.21185512136462e-15,0.258107740992071,0.493,0.419,1.17105172721942e-10
"Srsf9",5.28092224806775e-15,-0.735831410180079,0.083,0.128,1.18657041991834e-10
"Mxi1",5.32302610633833e-15,0.262902783157013,0.594,0.535,1.19603073583316e-10
"Crppa",5.57299888639702e-15,0.447622299597149,0.275,0.215,1.25219711978455e-10
"Six3",5.72925297645805e-15,-0.31411694045357,0.463,0.516,1.28730585128036e-10
"Wdr7",5.88423189306317e-15,0.31563243551624,0.407,0.34,1.32212806405236e-10
"Ywhab",6.4850308970638e-15,-0.433413378223352,0.28,0.34,1.45712159226126e-10
"Mvb12b",6.78941687137858e-15,0.434645379211973,0.245,0.186,1.52551407683005e-10
"Eef1b2",7.72040322705645e-15,-0.47372561301956,0.197,0.257,1.73469740108731e-10
"Mtpap",8.17115048085415e-15,0.448668328659555,0.213,0.157,1.83597580154312e-10
"Tpd52",8.39485731330987e-15,0.259766520720978,0.494,0.423,1.88624048972759e-10
"9630001P10Rik",9.05943774289899e-15,0.531423407384866,0.171,0.121,2.03556506645197e-10
"St7l",9.29557422110443e-15,0.303459580575248,0.35,0.282,2.08862257173995e-10
"Ppp1r12b",9.31878616968403e-15,0.277181111117734,0.448,0.377,2.0938380644663e-10
"Enho",9.38304612363595e-15,-0.614707033765522,0.123,0.174,2.10827663351976e-10
"4732471J01Rik",9.54268469624536e-15,0.342980961811888,0.312,0.247,2.14414582439937e-10
"Zmat2",9.78504056971955e-15,-0.520538008155505,0.146,0.201,2.19860076561029e-10
"Usp12",9.88639800264412e-15,0.40494144726188,0.256,0.196,2.22137476721411e-10
"Morc2a",1.00269770995121e-14,0.410238147703002,0.261,0.201,2.25296148448937e-10
"Atp5a1",1.00996249173599e-14,-0.390387913533365,0.303,0.363,2.26928472268159e-10
"Usf3",1.05642097223982e-14,0.405417654786404,0.238,0.18,2.37367228252566e-10
"Myl12a",1.07017356182108e-14,-0.620087347229643,0.105,0.154,2.40457297605578e-10
"Dtx4",1.07811839044231e-14,0.403595540136427,0.244,0.185,2.42242421148482e-10
"Pkn2",1.08629374383817e-14,-0.260333324606123,0.585,0.639,2.44079341303e-10
"Herpud1",1.22457757680833e-14,-0.595999238431413,0.115,0.165,2.75150335733064e-10
"Tgtp2",1.27664592573961e-14,-0.947391830054109,0.06,0.1,2.86849573054434e-10
"Gm15564",1.29081249515385e-14,0.379608076823685,0.543,0.489,2.90032659536118e-10
"Zhx2",1.30249208759075e-14,0.259163176992667,0.575,0.513,2.92656947160765e-10
"Cldnd1",1.31916736914928e-14,-0.620200864289016,0.115,0.165,2.96403716174153e-10
"2700049A03Rik",1.33859472774276e-14,0.375005787439441,0.291,0.228,3.0076884937652e-10
"Ywhae",1.38675452492381e-14,-0.296580102406487,0.523,0.567,3.1158987420513e-10
"Dpm1",1.38799543182765e-14,-0.409606119064064,0.244,0.305,3.11868693577355e-10
"Mast2",1.42990656085606e-14,0.277050709794295,0.39,0.32,3.21285705158748e-10
"Kdm7a",1.46622390592629e-14,0.322752456569553,0.3,0.235,3.29445849422577e-10
"Hmg20b",1.7012183221913e-14,-0.729135578525803,0.076,0.119,3.82246744813164e-10
"Rcor1",1.70225328462056e-14,0.304945106335489,0.367,0.299,3.82479290521393e-10
"Dcp1a",1.72033340505599e-14,0.374017344296676,0.277,0.215,3.86541712782029e-10
"Tmem98",1.74003060839743e-14,-0.793823239499171,0.064,0.105,3.9096747740082e-10
"Atp6v1e1",1.75060406882505e-14,-0.518957711128487,0.191,0.247,3.93343228224301e-10
"Kdm2b",1.81331054526675e-14,0.435978101030417,0.226,0.17,4.07432746415986e-10
"Rimklb",1.83177966676153e-14,0.365198829573478,0.295,0.232,4.11582573324648e-10
"Xkr6",1.94061300397989e-14,0.358274505068267,0.364,0.301,4.36036335864242e-10
"Snx13",1.95683922605594e-14,0.260636547240881,0.525,0.456,4.39682205702509e-10
"Crnde",1.96409107709304e-14,0.675440069584661,0.109,0.069,4.41311624112036e-10
"Rac1",1.98512490060092e-14,-0.442774224619494,0.221,0.28,4.46037713916021e-10
"Tln2",2.01193208720381e-14,0.488343175270623,0.23,0.175,4.52061020673824e-10
"Snx25",2.02549659624558e-14,0.295565639681761,0.39,0.322,4.55108830210419e-10
"Gm43696",2.04601533147117e-14,0.568261610579841,0.133,0.089,4.59719184828256e-10
"Nmi",2.09387607959545e-14,-0.585725052528776,0.159,0.212,4.70473016324301e-10
"Ttc39c",2.1957906809905e-14,0.431977890440982,0.215,0.159,4.93372208111756e-10
"Tifa",2.20190678491461e-14,-0.715315436625946,0.074,0.117,4.94746435502464e-10
"Pofut1",2.20418234107235e-14,0.401243390093903,0.241,0.183,4.95257730215546e-10
"Ldha",2.20737191806836e-14,-0.58835698812725,0.118,0.168,4.9597439627078e-10
"Ppfia1",2.21867215989173e-14,0.385385708691783,0.297,0.236,4.98513447606073e-10
"Zdhhc21",2.29275196135905e-14,0.289303020548661,0.393,0.325,5.15158438197764e-10
"Smc5",2.36632801106774e-14,0.32907421668907,0.372,0.308,5.31690240806809e-10
"G3bp2",2.39477849198765e-14,-0.392215855706063,0.344,0.401,5.38082779364705e-10
"Ttc13",2.48217050545686e-14,0.468969999523147,0.171,0.121,5.57718890871102e-10
"Cebpzos",2.52858142527772e-14,-0.752534851144764,0.074,0.117,5.68146960445651e-10
"Dgcr8",2.56261036862528e-14,0.503818133513786,0.172,0.122,5.75792923726414e-10
"Ndufb10",2.7007163376475e-14,-0.676132656958584,0.075,0.118,6.06823953906016e-10
"Dlg3",2.7745563782061e-14,0.421269360327915,0.257,0.199,6.23415072619129e-10
"Tpp2",2.78493470148866e-14,0.320002539149516,0.368,0.3,6.25746978077486e-10
"P2ry12",2.97268181103836e-14,-0.595541413970782,0.151,0.204,6.6793187612221e-10
"Pcbp1",3.03554238825616e-14,-0.464470829172051,0.197,0.254,6.82056019217278e-10
"Pdcd6",3.05544357378714e-14,-0.576355182629274,0.117,0.168,6.86527616594233e-10
"Sec61b",3.11441921947971e-14,-0.649915887334688,0.086,0.131,6.99778854424897e-10
"Snrnp27",3.12965704179692e-14,-0.635851123848086,0.091,0.137,7.03202640721349e-10
"Stat5b",3.20935496041544e-14,0.439531497563799,0.259,0.202,7.21109966055745e-10
"Gm11266",3.21721152731038e-14,0.252756859302817,0.526,0.457,7.22875258071369e-10
"Tmem33",3.4156184972525e-14,-0.448928686917482,0.209,0.267,7.67455320147665e-10
"Srp9",3.42672775823394e-14,-0.564718897933846,0.127,0.178,7.69951459997584e-10
"Hmgn3",3.52971341825699e-14,-0.323520579463716,0.363,0.425,7.93091307948163e-10
"Acvr2b",3.5471004585473e-14,0.720198561761864,0.101,0.063,7.96998002030992e-10
"Dipk1a",3.69493287211804e-14,-0.564605414786397,0.129,0.18,8.30214467036201e-10
"Phf12",3.7254152391419e-14,0.31982294528087,0.345,0.28,8.37063550082794e-10
"Lpar1",4.01671064980523e-14,0.656739553384792,0.157,0.11,9.02514715904737e-10
"Anapc1",4.14169744692773e-14,0.279653852122472,0.416,0.348,9.30597999350191e-10
"Tmco3",4.16036344919809e-14,-0.550807750768191,0.131,0.183,9.34792063400319e-10
"Hnrnpf",4.28223777315462e-14,-0.457513508023096,0.294,0.349,9.62176005250112e-10
"Grcc10",4.28985645328985e-14,-0.629548931887476,0.109,0.157,9.63887846489697e-10
"Sdccag8",4.32035451893894e-14,0.307412031324551,0.372,0.306,9.70740456860391e-10
"Elmod2",4.58671593857487e-14,0.475795097963726,0.18,0.129,1.03058920423839e-09
"Cyb5r4",4.5963095308216e-14,0.496210896167095,0.198,0.146,1.03274478848031e-09
"Lin52",4.60592297602199e-14,0.345003080434954,0.322,0.258,1.03490483348238e-09
"Emsy",4.73034892312004e-14,0.304795700277199,0.394,0.327,1.06286209953584e-09
"Prkar1a",5.04606147471746e-14,-0.324244334160336,0.42,0.476,1.13379955275427e-09
"Clcn5",5.06640075519994e-14,0.30725549723966,0.347,0.28,1.13836958568587e-09
"Atg2b",5.08058692748235e-14,0.481659720026944,0.182,0.131,1.14155707673601e-09
"Gaa",5.26966427758064e-14,-0.544613218992914,0.131,0.182,1.18404086652959e-09
"Pdzd2",5.35238215176734e-14,0.285727624181472,0.493,0.428,1.2026267456806e-09
"Morf4l2",5.4237022746581e-14,-0.413800674355144,0.239,0.299,1.21865166409293e-09
"Sec61g",5.66281428025746e-14,-0.586290361647469,0.15,0.202,1.27237774063105e-09
"Psmd14",6.11079279835149e-14,0.278204545161407,0.434,0.366,1.3730340338616e-09
"Nr2e1",6.31990523730944e-14,-0.374586297126622,0.29,0.35,1.42001950777106e-09
"Rpl36al",6.49763266880387e-14,-0.566188986991794,0.117,0.166,1.45995308435354e-09
"Cep290",6.66013514996488e-14,0.480840605798653,0.2,0.148,1.49646576684561e-09
"Sp4",6.78409313560185e-14,0.313670594051532,0.385,0.32,1.52431788663838e-09
"Kdm3a",6.89881991902747e-14,0.306893540047563,0.415,0.35,1.55009584760628e-09
"Rpl12",6.90934484483132e-14,-0.409997654601018,0.265,0.325,1.55246069318515e-09
"Celf4",7.11971567530128e-14,0.355296784057082,0.425,0.36,1.59972891508345e-09
"Slc7a2",7.12701073247117e-14,0.265466420568594,0.744,0.743,1.60136804147895e-09
"Pros1",7.19262057166978e-14,-0.343049414154107,0.309,0.372,1.61610991624848e-09
"Calu",7.28183159410416e-14,-0.377820833173264,0.36,0.413,1.63615474087926e-09
"Il1r1",7.2996713063682e-14,0.556930448516504,0.129,0.086,1.64016314582787e-09
"Tead2",7.67091080828058e-14,0.502356745487661,0.155,0.108,1.72357694951256e-09
"Tent4b",7.86738581014978e-14,0.388286542419348,0.285,0.226,1.76772291768255e-09
"D130009I18Rik",8.13079581676828e-14,-0.377501353022002,0.312,0.371,1.82690851206966e-09
"Tlk2",8.13412641371069e-14,0.250442353195734,0.538,0.475,1.82765686389666e-09
"Syncrip",8.17305446902997e-14,0.323937097425131,0.404,0.343,1.83640360864634e-09
"Zfp710",8.28594251542864e-14,0.429409904477312,0.195,0.143,1.86176842379166e-09
"Hist1h2be",8.29992320157851e-14,-0.638219551430197,0.118,0.166,1.86490974416267e-09
"Rab40c",8.49521331778725e-14,0.365264390557136,0.258,0.199,1.90878948037362e-09
"Cwc27",8.53967978685861e-14,0.272215063773817,0.449,0.381,1.91878065130926e-09
"Sorbs3",8.5782240740094e-14,0.476293316570362,0.171,0.122,1.92744116718917e-09
"Prkcsh",8.65854637774136e-14,-0.633512097024164,0.098,0.144,1.94548878561471e-09
